,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Y_Accept_Loan
992,58,32,191,4,5.2,3,194,0,0,0,1,1
993,29,4,183,3,8.3,3,0,0,0,1,0,1
994,44,20,130,4,3.2,2,0,0,0,0,0,1
995,64,39,182,1,1.2,2,547,0,0,1,0,1
996,41,16,155,1,7.0,1,0,0,0,0,0,0
997,61,36,188,1,9.3,2,0,0,0,0,0,1
998,63,38,111,2,3.9,1,207,1,1,1,1,0
999,43,18,85,1,4.0,3,287,0,0,1,0,0
1000,57,32,174,1,6.8,2,466,0,0,1,0,1
1001,37,13,111,1,0.8,2,0,0,0,0,0,0
1002,33,7,81,2,4.5,3,187,0,1,1,1,0
1003,29,5,162,1,4.3,1,0,0,0,0,1,0
1004,65,39,184,1,5.4,3,176,0,1,1,1,1
1005,30,6,193,3,6.3,3,0,0,0,1,0,1
1006,51,27,92,4,3.0,1,0,0,1,1,1,1
1007,57,32,30,2,2.0,2,0,0,0,0,0,0
1008,32,7,132,4,1.1,2,412,0,0,1,0,1
1009,46,22,83,3,0.7,1,0,0,0,0,0,0
1010,53,27,145,2,6.1,3,294,0,1,1,1,1
1011,38,14,105,2,1.9,1,0,0,0,1,0,0
1012,48,22,152,1,3.5,3,0,0,0,1,0,1
1013,31,5,125,2,1.3,1,0,0,0,1,1,0
1014,30,5,131,3,0.5,3,0,0,0,0,0,1
1015,50,25,83,4,3.1,1,0,0,0,0,1,1
1016,37,11,34,3,0.9,1,0,0,0,1,0,0
1017,43,19,123,3,1.3,1,0,0,0,1,0,1
1018,36,12,65,3,2.6,2,0,0,0,1,0,0
1019,24,-1,39,2,1.7,2,0,0,0,0,0,0
1020,33,7,29,1,0.6,3,0,0,0,0,0,0
1021,61,35,49,4,1.7,2,185,0,0,0,0,0
1022,30,4,85,4,2.1,3,0,0,0,1,0,0
1023,45,15,28,1,0.75,3,0,1,0,0,0,0
1024,40,16,140,3,5.6,1,0,0,0,0,0,1
1025,31,6,92,2,3.3,1,0,0,0,0,0,0
1026,56,26,74,1,3.0,3,0,0,0,0,0,0
1027,40,15,82,3,1.0,1,309,0,0,0,0,0
1028,39,12,108,4,3.67,2,301,0,0,0,1,1
1029,51,27,188,2,6.9,2,343,0,0,1,0,1
1030,59,35,102,4,3.0,2,115,0,0,1,0,1
1031,36,12,10,4,0.7,2,81,0,0,0,0,0
1032,37,11,123,1,2.3,2,0,1,1,1,0,1
1033,30,6,154,1,6.0,1,0,0,0,0,0,0
1034,26,0,195,3,6.33,3,0,1,1,1,0,1
1035,45,20,55,1,0.3,1,0,0,0,1,1,0
1036,39,14,74,3,3.0,1,0,0,0,0,0,0
1037,44,19,34,1,0.3,3,78,0,0,1,0,0
1038,34,9,141,3,6.9,2,260,0,0,1,0,1
1039,32,8,119,4,5.0,3,0,0,0,1,0,1
1040,56,31,65,3,1.7,1,109,0,0,0,0,0
1041,55,31,130,4,6.5,1,0,0,0,0,1,1
1042,62,38,43,4,1.2,2,0,0,0,1,0,0
1043,51,25,92,1,1.9,2,100,0,0,0,1,0
1044,53,26,25,2,1.0,2,0,0,1,1,1,0
1045,44,20,131,1,4.9,3,0,0,0,1,0,1
1046,34,9,164,1,6.0,3,0,0,0,1,0,1
1047,40,16,32,1,1.4,3,158,0,0,1,0,0
1048,57,33,182,2,3.3,3,372,0,0,0,0,1
1049,42,18,115,1,0.3,1,0,0,0,0,0,0
1050,51,25,34,3,0.9,3,111,0,0,1,0,0
1051,32,6,112,1,2.7,2,408,1,1,1,1,0
1052,63,37,44,2,1.0,3,0,0,0,1,0,0
1053,28,3,170,1,0.1,3,0,0,0,0,0,1
1054,28,2,41,3,1.1,2,161,0,0,1,0,0
1055,30,6,95,1,3.9,3,146,0,0,0,1,1
1056,62,37,32,3,0.2,1,0,1,0,0,1,0
1057,59,35,180,2,6.5,2,0,1,1,1,1,1
1058,60,34,64,3,2.2,3,0,0,0,0,0,0
1059,51,27,19,1,0.2,1,0,0,0,0,0,0
1060,51,25,33,3,0.9,3,0,0,0,1,1,0
1061,53,29,132,2,0.3,1,403,0,0,0,0,0
1062,48,23,75,4,3.6,3,0,0,0,1,1,0
1063,48,23,43,3,1.7,2,159,0,0,1,0,0
1064,53,27,139,1,0.9,3,0,0,0,0,0,1
1065,39,9,118,2,6.0,3,246,0,1,1,1,1
1066,55,30,82,4,3.8,2,0,0,0,1,0,0
1067,53,27,174,1,2.9,2,0,0,0,1,0,1
1068,28,3,161,4,1.7,3,422,0,1,1,1,1
1069,58,32,41,1,0.2,1,81,0,0,1,0,0
1070,52,22,154,1,5.0,3,0,1,1,1,0,1
1071,33,7,83,1,2.5,1,0,1,1,1,1,0
1072,35,11,53,3,2.8,1,0,0,0,0,0,0
1073,37,11,60,3,0.5,3,0,0,0,1,0,0
1074,42,17,139,2,2.9,3,0,0,0,1,0,1
1075,51,25,68,2,1.5,2,117,0,0,0,1,0
1076,58,32,74,2,2.3,3,0,0,0,0,1,0
1077,59,33,111,3,4.4,1,0,0,0,1,0,0
1078,54,28,61,3,3.0,2,0,0,0,1,1,0
1079,29,5,135,3,5.3,1,0,0,1,1,1,1
1080,32,8,43,1,2.1,3,0,0,0,0,1,0
1081,50,24,179,1,1.0,1,0,0,0,1,0,0
1082,56,32,173,1,4.6,2,88,0,1,1,0,1
1083,41,16,25,2,0.1,2,91,1,0,0,0,0
1084,47,23,170,2,6.5,2,0,0,1,1,1,1
1085,35,11,160,4,5.7,3,0,1,0,0,0,1
1086,30,5,171,2,1.9,2,0,0,0,0,0,1
1087,28,3,51,2,1.6,3,123,0,0,0,0,0
1088,62,36,63,1,2.5,3,0,0,0,1,1,0
1089,51,25,104,1,4.2,2,0,0,0,1,0,1
1090,60,36,165,3,5.6,1,0,0,0,0,1,1
1091,47,23,88,4,1.4,2,0,0,0,0,0,0
1092,50,24,94,1,4.9,1,272,0,0,1,0,0
1093,48,23,84,4,3.1,2,0,1,1,1,0,1
1094,30,5,121,2,3.1,1,408,0,0,1,0,0
1095,26,1,184,2,4.2,3,577,0,1,1,1,1
1096,59,33,140,2,0.5,1,262,0,0,1,0,0
1097,58,34,151,3,0.6,2,0,0,0,0,0,1
1098,41,17,55,2,1.7,1,0,0,0,0,0,0
1099,40,15,180,1,4.1,1,0,0,0,0,0,0
1100,46,22,72,4,1.4,2,149,0,0,1,1,0
1101,59,33,100,2,2.0,1,127,0,0,0,0,0
1102,60,34,43,1,1.4,1,0,0,0,1,1,0
1103,28,3,71,1,3.3,2,149,1,1,1,0,1
1104,59,34,114,3,4.2,2,0,0,0,1,0,1
1105,52,28,168,3,6.5,3,118,0,0,1,0,1
1106,32,7,129,4,5.2,2,0,0,0,0,1,1
1107,39,15,109,1,1.7,1,0,0,0,1,0,0
1108,24,0,135,1,1.5,1,0,0,0,1,0,0
1109,64,38,22,2,0.2,3,0,1,0,0,0,0
1110,43,19,73,3,2.33,1,0,1,1,1,1,0
1111,56,30,81,4,2.6,3,0,0,0,1,0,0
1112,34,9,71,4,1.3,1,0,0,0,1,0,0
1113,54,29,49,2,2.1,3,95,0,0,1,1,0
1114,35,9,103,2,4.5,3,0,0,0,1,0,0
1115,31,7,140,1,4.0,1,0,0,0,0,1,0
1116,60,36,59,1,0.0,2,0,1,0,0,0,0
1117,32,8,42,1,0.2,3,102,0,0,1,0,0
1118,43,19,161,2,7.5,1,0,0,0,0,0,0
1119,33,3,59,2,1.75,3,0,0,0,1,0,0
1120,34,10,45,1,1.33,1,0,0,0,0,0,0
1121,36,12,84,1,0.8,2,0,0,0,1,1,0
1122,63,39,160,2,2.1,1,0,0,0,1,1,0
1123,31,7,71,1,0.1,1,78,1,0,0,0,0
1124,40,14,22,2,1.4,3,0,0,0,0,0,0
1125,51,25,65,3,0.7,2,0,0,0,0,0,0
1126,58,34,48,4,1.3,2,0,0,0,1,1,0
1127,49,24,43,4,1.9,3,0,0,0,1,0,0
1128,57,32,44,3,0.5,2,0,0,0,1,0,0
1129,31,5,84,1,2.9,3,105,0,0,0,1,0
1130,43,19,83,4,3.6,3,0,0,0,0,1,1
1131,33,9,20,4,0.7,2,0,0,0,1,0,0
1132,63,39,41,4,1.3,2,0,0,0,1,0,0
1133,58,32,32,3,1.4,1,0,0,0,1,0,0
1134,56,32,158,3,3.7,3,0,0,0,1,0,1
1135,46,20,152,1,7.4,3,374,0,1,1,1,1
1136,43,16,161,3,8.0,2,0,0,1,1,1,1
1137,53,26,22,1,0.5,2,0,0,0,1,1,0
1138,43,18,179,3,1.2,1,0,1,1,1,0,1
1139,30,5,122,2,3.1,1,0,0,0,0,0,0
1140,45,21,133,4,5.7,3,0,0,1,1,1,1
1141,63,39,50,1,0.0,2,166,0,0,0,0,0
1142,39,13,59,4,0.2,3,0,1,0,0,1,0
1143,43,19,74,4,1.9,1,0,0,0,0,1,0
1144,29,4,120,1,4.1,2,0,1,1,0,1,1
1145,39,13,68,3,2.1,1,0,1,0,1,0,0
1146,35,9,63,2,1.8,1,0,0,0,1,0,0
1147,39,15,24,1,1.0,1,116,0,0,1,1,0
1148,56,31,131,2,1.2,3,0,0,0,0,0,1
1149,35,5,81,4,4.0,3,0,0,0,1,0,0
1150,60,35,130,3,6.3,3,437,0,1,1,1,1
1151,34,9,191,1,4.8,3,0,0,1,1,1,1
1152,46,20,103,4,4.8,3,0,0,0,1,0,1
1153,28,4,94,3,0.8,1,236,0,0,1,0,0
1154,50,25,160,4,4.3,3,410,0,0,0,0,1
1155,63,37,118,1,2.0,1,427,0,0,0,0,0
1156,46,22,183,1,3.1,2,0,0,1,1,1,1
1157,45,20,144,4,5.4,1,210,0,0,1,0,1
