age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
38,technician,married,2,7696,yes,no,386,2,-1,0,no
24,services,married,2,4500,yes,no,733,2,-1,0,yes
34,technician,married,2,1,yes,no,108,1,-1,0,no
46,management,single,3,46,no,yes,80,1,152,1,no
32,admin.,divorced,2,-18,yes,no,155,3,-1,0,no
46,services,married,2,451,yes,yes,389,4,-1,0,no
26,self-employed,married,3,479,yes,no,133,3,-1,0,no
42,blue-collar,married,2,0,yes,no,328,6,-1,0,no
50,technician,married,2,1130,yes,no,119,2,-1,0,no
41,blue-collar,married,1,389,yes,no,87,6,-1,0,no
34,admin.,single,2,10,no,yes,162,1,173,3,no
32,services,married,2,401,yes,no,294,2,-1,0,no
58,housemaid,single,3,145,yes,yes,128,2,-1,0,no
45,technician,married,2,115,yes,no,108,1,-1,0,no
28,admin.,single,2,89,yes,yes,172,2,-1,0,no
35,technician,married,2,94,yes,yes,208,5,-1,0,no
39,services,married,2,1438,yes,no,212,2,-1,0,no
49,unemployed,divorced,3,780,no,no,148,1,871,2,no
50,management,married,3,207,yes,no,99,1,-1,0,no
37,management,married,3,238,no,no,185,1,92,1,yes
45,blue-collar,married,1,2433,no,no,133,2,-1,0,no
30,housemaid,single,2,1924,no,no,170,1,-1,0,no
48,unemployed,married,3,-471,yes,no,668,7,-1,0,no
36,management,single,3,1531,yes,no,81,3,170,1,no
41,management,single,2,764,no,no,230,2,-1,0,no
55,blue-collar,married,2,383,no,no,287,1,-1,0,no
70,retired,married,1,3782,no,no,618,1,-1,0,no
41,management,married,3,326,yes,no,788,1,-1,0,yes
47,services,divorced,2,691,no,no,285,6,-1,0,no
34,technician,single,2,0,no,no,163,2,-1,0,no
33,management,single,3,99,no,no,159,1,-1,0,no
58,retired,married,2,502,yes,no,197,2,370,3,no
51,management,married,3,-15,no,no,212,2,-1,0,no
45,management,married,3,1929,yes,no,44,15,-1,0,no
55,admin.,married,2,0,no,no,180,2,238,3,no
30,blue-collar,single,1,185,no,no,11,1,-1,0,no
33,management,single,2,-424,yes,no,863,1,-1,0,no
27,services,single,2,0,yes,no,388,7,-1,0,no
59,retired,married,2,319,yes,no,143,3,-1,0,no
34,management,single,3,171,yes,no,191,1,294,1,no
47,technician,divorced,3,-1148,yes,yes,62,2,-1,0,no
44,blue-collar,married,1,-11,yes,no,13,1,-1,0,no
35,admin.,single,2,0,yes,no,1073,1,-1,0,yes
45,management,married,3,-206,yes,no,337,2,-1,0,no
42,blue-collar,married,1,704,yes,yes,88,10,-1,0,no
38,technician,married,2,1931,no,no,167,1,298,10,no
34,technician,single,2,943,no,no,96,4,-1,0,no
35,technician,married,2,327,yes,no,537,3,-1,0,no
29,management,single,2,-105,yes,no,5,3,-1,0,no
58,retired,married,2,983,no,no,139,1,-1,0,no
44,blue-collar,single,1,787,yes,no,570,2,-1,0,no
45,entrepreneur,married,3,0,yes,no,100,3,-1,0,no
43,blue-collar,married,2,3060,yes,no,253,2,-1,0,no
44,services,married,2,5780,yes,no,525,2,-1,0,no
30,technician,single,2,790,no,no,696,3,-1,0,no
38,unemployed,married,3,1449,no,no,535,6,-1,0,no
50,technician,married,2,1412,no,no,131,3,-1,0,no
21,student,single,2,681,no,no,6,1,-1,0,no
38,entrepreneur,married,3,228,yes,no,105,1,-1,0,no
42,admin.,married,2,0,no,no,370,1,-1,0,no
45,technician,single,3,2087,no,no,29,14,-1,0,no
34,entrepreneur,married,2,2,yes,yes,184,1,167,6,no
48,technician,married,2,197,no,yes,47,2,222,3,no
34,services,married,2,0,no,yes,193,4,-1,0,no
32,blue-collar,married,2,1905,yes,no,709,2,-1,0,yes
35,technician,married,3,118,no,no,358,2,-1,0,no
39,entrepreneur,married,3,2644,yes,no,253,1,-1,0,no
36,self-employed,married,3,16430,yes,no,197,3,-1,0,no
35,technician,married,2,13,no,no,94,2,-1,0,no
57,services,divorced,2,14,no,yes,445,2,-1,0,no
28,technician,single,2,769,yes,no,153,1,371,2,no
57,management,married,2,139,no,no,80,1,-1,0,no
34,services,divorced,2,202,yes,no,318,1,-1,0,no
36,technician,married,3,6,yes,no,100,1,435,1,no
47,management,divorced,3,2515,no,no,40,3,-1,0,no
36,management,divorced,3,5195,yes,no,55,25,-1,0,no
33,management,married,3,2098,no,no,67,1,-1,0,no
57,management,married,3,320,no,no,76,2,-1,0,no
57,management,married,3,3431,yes,no,73,1,-1,0,no
34,admin.,married,2,50,yes,no,89,2,-1,0,no
51,housemaid,divorced,3,370,yes,no,109,3,-1,0,no
54,blue-collar,divorced,1,-182,no,no,98,1,-1,0,no
52,self-employed,single,3,1623,yes,no,21,17,-1,0,no
43,entrepreneur,married,3,13342,yes,no,465,1,-1,0,no
58,retired,single,1,6570,no,no,106,3,-1,0,no
53,admin.,married,2,225,yes,no,304,1,340,1,no
44,management,married,2,-665,no,no,342,3,-1,0,no
29,management,single,3,0,no,no,16,25,-1,0,no
27,services,single,2,54,yes,no,543,2,-1,0,yes
35,blue-collar,married,1,46,no,no,338,3,-1,0,no
40,self-employed,married,2,2,no,no,197,5,-1,0,no
34,blue-collar,married,2,103,yes,yes,956,2,-1,0,no
38,admin.,single,2,883,yes,no,95,1,327,9,no
32,services,married,2,55,yes,no,546,9,-1,0,no
41,admin.,married,2,8238,yes,yes,124,4,-1,0,no
25,blue-collar,single,2,913,yes,no,113,4,-1,0,no
38,blue-collar,divorced,2,595,yes,no,245,3,-1,0,no
26,technician,single,2,7,yes,no,188,2,-1,0,no
37,technician,single,3,1661,no,no,199,5,-1,0,no
30,management,married,3,102,yes,no,470,7,426,3,yes
36,services,married,2,338,no,no,90,1,-1,0,no
33,management,married,2,3132,yes,no,350,5,-1,0,no
33,admin.,single,3,490,yes,no,31,1,363,2,no
35,management,married,3,2682,yes,no,156,1,-1,0,no
24,services,married,3,0,yes,no,299,1,-1,0,no
29,unemployed,married,2,596,no,no,510,2,-1,0,no
54,blue-collar,married,2,2059,yes,no,177,4,-1,0,no
27,admin.,married,2,132,no,no,123,2,-1,0,no
34,management,married,2,0,no,no,270,1,-1,0,no
39,blue-collar,married,1,385,yes,no,225,4,-1,0,no
38,management,married,3,223,no,no,63,1,-1,0,no
37,management,married,3,0,yes,no,247,13,-1,0,no
26,services,single,2,512,yes,yes,206,5,239,3,no
36,entrepreneur,married,3,1169,yes,no,168,2,-1,0,no
35,management,single,3,71,yes,no,836,12,-1,0,no
30,management,single,3,940,no,no,131,2,-1,0,no
25,technician,single,2,-80,yes,yes,89,1,-1,0,no
34,technician,married,2,0,yes,no,116,4,-1,0,no
39,admin.,married,2,179,no,no,36,1,-1,0,no
34,management,married,2,1007,yes,no,240,2,-1,0,no
34,management,single,2,0,no,no,132,4,-1,0,no
30,services,married,2,1286,yes,yes,544,1,-1,0,no
33,services,married,2,804,yes,yes,266,1,-1,0,no
30,student,single,2,4,no,no,443,2,-1,0,no
51,blue-collar,married,1,0,yes,no,324,1,-1,0,no
36,services,single,2,417,yes,no,15,10,207,3,no
48,blue-collar,married,1,1678,no,no,263,2,-1,0,no
37,services,divorced,2,532,yes,no,199,1,-1,0,no
58,management,married,2,407,yes,no,145,2,-1,0,no
56,management,divorced,3,659,no,yes,56,1,-1,0,no
34,blue-collar,married,2,393,yes,no,11,9,-1,0,no
33,admin.,divorced,2,661,yes,no,411,1,173,2,no
26,services,single,2,0,no,no,165,23,-1,0,no
35,services,married,2,195,yes,no,203,1,-1,0,no
45,entrepreneur,married,2,68,yes,no,254,1,-1,0,no
37,technician,single,2,-242,yes,no,1149,6,-1,0,yes
35,management,divorced,3,321,yes,no,189,1,-1,0,no
43,services,single,2,3403,yes,no,707,2,97,2,yes
28,blue-collar,married,2,8,yes,no,196,1,-1,0,no
32,blue-collar,divorced,2,739,yes,no,171,1,-1,0,no
26,unemployed,single,2,622,no,no,1451,2,-1,0,yes
35,services,married,2,152,yes,no,563,1,-1,0,yes
35,technician,single,2,2,no,no,239,4,-1,0,no
39,blue-collar,married,2,1439,yes,no,73,6,-1,0,no
42,blue-collar,divorced,2,1491,yes,no,203,2,334,2,no
32,technician,single,2,6402,yes,no,158,1,167,1,no
30,unemployed,married,2,1210,no,no,100,4,-1,0,no
26,management,single,3,122,no,yes,160,1,-1,0,no
30,student,single,2,0,yes,no,661,1,-1,0,no
32,management,married,3,62,yes,no,166,1,-1,0,no
47,services,married,2,3333,yes,yes,114,2,-1,0,no
33,technician,married,3,16992,yes,no,58,1,-1,0,no
57,blue-collar,married,1,23,yes,no,25,8,-1,0,no
35,admin.,married,2,0,yes,no,121,2,-1,0,no
53,technician,married,3,6072,no,yes,226,4,-1,0,no
24,retired,single,2,366,no,yes,234,2,-1,0,no
54,management,divorced,3,0,no,yes,88,1,-1,0,no
31,management,married,3,1343,yes,yes,85,1,-1,0,no
41,entrepreneur,married,2,2105,yes,no,134,1,-1,0,no
44,unknown,married,2,2319,no,no,251,3,-1,0,no
35,services,single,2,35,yes,no,152,1,-1,0,no
30,management,married,3,877,no,no,202,1,83,5,no
43,blue-collar,single,1,30,yes,no,379,17,-1,0,no
51,entrepreneur,married,2,-2082,no,yes,123,6,-1,0,no
60,retired,married,2,89,no,no,156,2,-1,0,no
43,self-employed,married,2,104,no,no,332,1,-1,0,no
31,management,married,3,1750,yes,no,90,3,-1,0,no
56,management,married,1,772,yes,no,291,1,-1,0,no
42,technician,married,2,1048,yes,no,23,2,-1,0,no
52,entrepreneur,married,1,592,no,no,122,2,-1,0,no
40,technician,married,2,0,yes,yes,105,2,172,1,no
36,services,married,2,3064,yes,no,1143,4,-1,0,no
40,services,married,1,33,no,no,70,3,-1,0,no
46,blue-collar,married,2,0,yes,no,264,2,-1,0,no
32,admin.,single,2,1649,no,no,204,2,-1,0,no
31,housemaid,single,3,287,yes,no,182,1,-1,0,no
41,technician,divorced,2,0,yes,no,386,2,-1,0,no
58,housemaid,married,1,419,no,yes,295,3,-1,0,no
36,services,married,2,257,yes,no,86,2,-1,0,no
52,technician,married,2,118,no,no,16,20,-1,0,no
42,management,married,3,251,no,no,413,2,-1,0,no
32,management,single,3,1731,yes,yes,323,3,-1,0,no
62,management,married,3,0,no,no,78,3,-1,0,no
31,technician,single,3,23,no,no,121,3,-1,0,no
41,blue-collar,single,2,-386,no,yes,477,1,-1,0,yes
34,self-employed,married,3,5498,no,no,265,1,-1,0,no
44,management,single,3,5063,no,no,418,2,-1,0,yes
42,blue-collar,married,1,7041,yes,no,386,4,-1,0,no
37,entrepreneur,single,2,654,no,no,594,2,-1,0,no
47,management,married,3,1890,no,no,161,1,-1,0,no
32,unemployed,married,2,2400,yes,yes,450,3,-1,0,no
46,blue-collar,married,2,519,yes,no,217,6,-1,0,no
39,technician,single,3,1190,no,no,136,1,-1,0,no
28,services,single,2,229,yes,no,322,1,-1,0,no
26,student,single,2,203,no,no,104,1,196,1,no
52,technician,married,2,1818,no,yes,189,2,111,4,no
42,unemployed,married,2,1289,no,no,250,4,415,2,yes
33,technician,divorced,3,39,no,no,123,5,-1,0,no
73,retired,married,1,796,no,no,427,1,182,2,yes
35,admin.,single,2,57,no,yes,632,2,-1,0,no
40,management,married,3,1548,yes,no,101,3,-1,0,no
51,technician,married,2,117,no,no,467,2,88,4,yes
37,admin.,single,2,0,yes,no,640,2,-1,0,no
39,management,married,3,691,yes,yes,517,1,255,1,no
28,blue-collar,married,2,64,yes,no,160,3,-1,0,no
49,technician,divorced,3,0,yes,no,177,3,-1,0,no
36,admin.,married,2,957,yes,no,206,1,-1,0,no
45,technician,married,2,118,yes,no,208,2,-1,0,no
29,technician,single,3,218,yes,no,169,1,-1,0,no
35,management,married,2,724,yes,no,287,2,415,1,yes
35,housemaid,married,3,20,yes,yes,505,3,-1,0,no
30,blue-collar,married,2,-28,yes,no,284,2,371,1,no
46,blue-collar,married,1,665,no,no,89,4,235,2,no
25,student,single,3,5,no,no,138,1,-1,0,no
36,management,married,3,925,no,no,321,3,189,4,yes
42,blue-collar,married,1,2519,yes,no,262,4,-1,0,no
57,admin.,married,2,3927,no,no,61,1,-1,0,no
42,management,divorced,3,401,yes,no,217,9,-1,0,no
29,management,married,3,581,yes,yes,192,2,-1,0,no
36,technician,married,3,1327,no,no,174,2,-1,0,no
31,unemployed,married,2,3242,no,no,292,2,-1,0,no
59,technician,married,1,3163,yes,no,240,2,-1,0,no
50,unemployed,divorced,2,32,no,no,282,2,-1,0,no
47,admin.,married,2,310,yes,yes,128,6,-1,0,no
46,housemaid,married,1,0,no,no,161,1,-1,0,no
26,blue-collar,single,1,155,yes,no,291,1,244,4,no
31,services,single,2,11386,yes,no,356,1,-1,0,no
30,services,married,3,1380,yes,no,294,2,-1,0,no
23,technician,single,3,1129,yes,no,806,1,-1,0,yes
44,unemployed,single,1,4232,no,no,227,1,-1,0,no
42,self-employed,married,2,5564,no,no,560,2,-1,0,no
32,services,single,2,-402,yes,no,135,1,-1,0,no
28,admin.,single,2,1323,yes,no,361,1,-1,0,no
57,retired,married,1,1623,yes,yes,246,1,-1,0,no
38,technician,married,3,1042,yes,no,419,2,-1,0,no
22,student,single,2,2488,no,no,449,2,38,10,yes
54,admin.,married,2,865,yes,no,71,1,-1,0,no
32,technician,married,3,-1053,yes,no,357,3,-1,0,no
32,management,married,3,1667,yes,no,164,2,179,3,no
59,admin.,divorced,2,975,yes,no,263,4,-1,0,no
45,technician,married,2,2571,no,no,146,2,-1,0,no
53,unknown,married,1,732,no,no,759,2,-1,0,yes
50,admin.,divorced,2,769,no,no,72,2,363,4,no
34,technician,married,2,-136,yes,yes,131,2,-1,0,no
35,admin.,divorced,2,3636,no,yes,808,2,-1,0,yes
30,management,married,3,931,no,no,1183,1,-1,0,no
62,housemaid,married,2,565,no,no,123,3,-1,0,no
40,blue-collar,married,2,271,yes,no,483,2,-1,0,no
26,self-employed,single,3,1153,no,no,238,3,-1,0,no
34,management,married,3,-73,yes,no,90,1,-1,0,no
31,unknown,divorced,3,137,no,no,385,9,-1,0,no
35,technician,married,2,700,yes,no,240,2,-1,0,no
55,retired,married,1,-966,no,yes,104,1,-1,0,no
34,admin.,married,2,96,no,no,109,2,-1,0,no
58,retired,married,1,4007,no,no,598,4,-1,0,no
50,management,single,3,567,yes,no,274,8,-1,0,no
31,technician,single,2,40,no,no,123,2,-1,0,no
47,admin.,divorced,2,136,no,yes,70,1,-1,0,no
38,self-employed,single,3,917,yes,no,260,1,-1,0,no
46,management,single,3,593,yes,no,190,3,-1,0,no
42,blue-collar,married,1,505,yes,no,521,2,-1,0,no
34,blue-collar,married,2,2542,yes,no,228,1,-1,0,no
37,management,married,3,5355,no,no,466,4,-1,0,yes
38,student,single,3,807,no,no,74,2,-1,0,no
59,retired,married,2,9976,yes,no,57,2,-1,0,no
32,admin.,married,2,0,no,no,119,3,-1,0,no
55,management,married,3,540,no,no,124,2,-1,0,no
35,blue-collar,married,2,280,yes,yes,65,50,-1,0,no
56,management,divorced,3,-59,no,yes,127,6,-1,0,no
27,admin.,married,2,-517,yes,no,172,3,-1,0,no
42,unemployed,single,2,2613,yes,no,174,6,-1,0,no
41,blue-collar,married,1,0,yes,no,232,3,-1,0,no
53,retired,divorced,2,-200,no,yes,161,1,-1,0,no
67,retired,married,1,2301,no,no,124,1,-1,0,no
53,housemaid,married,1,104,no,yes,701,1,-1,0,yes
33,blue-collar,married,1,191,yes,no,162,2,-1,0,no
31,admin.,married,2,212,yes,no,191,3,-1,0,no
30,management,married,3,1882,yes,no,249,5,-1,0,no
30,technician,single,2,175,no,no,167,4,-1,0,no
43,technician,single,3,0,no,no,73,4,-1,0,no
38,management,divorced,3,4425,yes,no,162,1,-1,0,no
46,unemployed,married,2,3533,yes,no,235,2,-1,0,no
59,blue-collar,divorced,2,3573,no,no,44,1,-1,0,no
44,management,divorced,3,476,yes,yes,127,2,-1,0,no
35,blue-collar,married,2,1257,yes,no,93,3,329,7,no
39,management,single,3,0,yes,no,81,2,-1,0,no
36,services,single,2,398,yes,yes,77,2,-1,0,no
33,blue-collar,married,2,745,yes,no,115,4,-1,0,no
48,management,single,3,8106,no,no,125,1,111,3,no
33,management,single,3,0,no,no,53,4,-1,0,no
48,unemployed,divorced,2,1266,yes,no,45,1,-1,0,no
57,management,married,3,2416,no,no,74,2,-1,0,no
31,housemaid,married,1,25,no,no,169,5,-1,0,no
30,student,single,3,7513,no,no,269,2,-1,0,no
56,entrepreneur,divorced,1,29,no,no,52,2,227,1,no
26,blue-collar,married,1,5116,yes,no,246,3,-1,0,no
44,management,married,2,-1746,yes,no,218,1,-1,0,no
44,technician,divorced,2,14,no,no,167,1,92,1,yes
31,management,married,3,4148,yes,no,316,3,99,9,yes
30,admin.,single,2,105,yes,no,75,1,-1,0,no
37,management,married,3,767,no,yes,204,1,-1,0,no
56,admin.,divorced,1,0,no,yes,542,1,-1,0,no
43,management,single,2,-228,yes,yes,122,2,-1,0,no
42,services,married,2,508,yes,no,70,1,-1,0,no
60,management,married,2,725,yes,no,266,1,-1,0,no
34,management,single,3,184,no,no,203,4,-1,0,no
41,management,married,3,251,no,yes,85,3,-1,0,no
38,management,divorced,2,-17,no,no,11,4,-1,0,no
23,services,married,2,-19,yes,no,13,10,-1,0,no
33,management,married,3,1064,yes,no,562,1,-1,0,yes
36,blue-collar,married,2,777,yes,no,185,3,-1,0,no
49,unemployed,married,3,377,no,no,158,1,59,2,no
34,admin.,divorced,2,479,yes,no,515,1,350,5,yes
40,technician,divorced,2,-375,yes,no,60,5,-1,0,no
72,retired,married,1,796,no,no,173,2,-1,0,no
43,technician,married,2,17,yes,no,353,4,-1,0,no
44,blue-collar,married,2,1071,yes,no,143,3,357,1,no
35,admin.,married,2,0,yes,no,18,5,-1,0,no
46,admin.,divorced,2,7378,no,no,466,1,-1,0,no
55,admin.,married,2,865,yes,no,85,1,151,1,no
50,technician,divorced,2,-701,yes,yes,148,1,-1,0,no
40,blue-collar,married,2,0,yes,yes,245,3,-1,0,no
61,retired,married,2,2917,no,no,215,1,-1,0,yes
53,technician,married,2,4541,yes,no,190,6,-1,0,no
57,technician,married,2,0,no,no,44,1,-1,0,no
28,blue-collar,married,2,4287,no,no,171,1,-1,0,no
25,admin.,married,2,242,yes,no,62,12,-1,0,no
38,blue-collar,married,2,171,yes,yes,172,1,-1,0,no
27,services,single,2,259,yes,no,78,10,-1,0,no
45,blue-collar,married,2,827,yes,no,319,5,-1,0,no
31,services,single,2,469,no,yes,111,1,-1,0,no
39,blue-collar,married,1,2226,yes,no,158,1,-1,0,no
42,technician,married,2,0,no,no,82,12,-1,0,no
46,management,married,3,477,yes,no,128,6,-1,0,no
36,services,married,2,42,yes,no,102,4,-1,0,no
30,management,single,3,775,yes,no,124,2,-1,0,no
32,blue-collar,married,2,9,yes,no,334,2,-1,0,no
52,technician,married,3,2557,no,no,134,5,204,2,yes
31,management,married,3,2395,no,no,218,1,-1,0,no
60,management,married,1,4895,no,no,313,1,-1,0,no
35,blue-collar,single,2,376,yes,yes,207,3,-1,0,no
38,management,married,3,389,yes,no,262,1,-1,0,no
46,management,divorced,3,134,no,no,134,2,-1,0,no
45,entrepreneur,divorced,3,1273,yes,yes,197,3,-1,0,no
59,services,married,2,0,yes,no,214,3,-1,0,no
34,management,married,3,2892,yes,yes,1165,7,-1,0,no
33,technician,divorced,2,0,yes,no,177,2,-1,0,no
46,management,single,2,295,yes,no,141,6,-1,0,no
48,admin.,married,2,292,yes,yes,164,6,-1,0,no
31,services,single,2,85,no,no,151,1,-1,0,no
32,technician,married,2,4,no,no,145,2,260,4,no
35,blue-collar,divorced,1,-587,yes,no,111,1,-1,0,no
36,blue-collar,single,1,367,no,no,217,1,221,1,no
52,management,married,3,-1224,yes,no,253,4,-1,0,no
45,management,divorced,3,959,no,no,74,1,-1,0,no
34,management,married,3,0,no,no,263,2,-1,0,no
25,blue-collar,married,1,-589,yes,no,233,1,-1,0,no
26,management,single,3,-8,no,no,402,2,-1,0,no
48,management,married,1,247,yes,yes,145,1,-1,0,no
32,blue-collar,married,1,642,no,yes,524,1,-1,0,no
58,retired,married,2,11,no,no,270,1,-1,0,no
57,management,married,1,-226,yes,no,272,1,-1,0,no
31,entrepreneur,married,3,5191,no,no,187,2,-1,0,no
33,blue-collar,single,2,-320,no,no,268,2,-1,0,no
53,entrepreneur,married,3,2289,yes,yes,183,1,-1,0,no
36,admin.,married,2,725,yes,no,123,3,99,8,no
32,technician,single,3,705,yes,no,20,4,-1,0,no
45,blue-collar,married,2,776,yes,no,232,4,253,1,no
35,unemployed,married,3,816,yes,no,547,7,-1,0,no
41,services,married,2,171,no,no,71,9,-1,0,no
54,services,married,2,812,no,no,113,6,-1,0,no
49,services,married,2,823,no,no,780,4,-1,0,yes
28,technician,single,2,1453,yes,no,246,1,343,1,no
30,admin.,single,2,1009,yes,no,253,1,-1,0,no
32,self-employed,married,1,286,yes,no,175,1,-1,0,no
53,entrepreneur,married,3,22370,yes,no,106,1,-1,0,no
42,blue-collar,married,1,2111,yes,no,86,2,-1,0,no
48,blue-collar,married,1,5366,yes,no,248,3,-1,0,no
33,technician,married,2,181,yes,yes,265,2,-1,0,no
31,blue-collar,divorced,2,-452,yes,no,182,5,-1,0,no
56,unemployed,divorced,1,1770,no,no,916,3,-1,0,no
58,retired,married,1,0,no,no,506,1,-1,0,no
37,admin.,single,2,-296,yes,no,81,1,-1,0,no
59,management,married,1,2358,yes,no,30,1,-1,0,no
50,management,single,3,1200,no,no,904,3,-1,0,yes
39,housemaid,single,1,109,yes,no,699,3,-1,0,no
30,technician,married,2,616,yes,no,19,1,-1,0,no
47,services,divorced,2,4906,yes,no,389,1,-1,0,no
44,self-employed,married,2,313,no,no,211,4,-1,0,no
38,blue-collar,married,1,290,yes,no,283,1,-1,0,no
50,management,married,3,1240,no,no,474,2,-1,0,no
27,admin.,single,3,3672,yes,no,157,2,351,5,no
73,retired,married,2,19,no,no,509,2,-1,0,no
46,blue-collar,married,1,143,yes,no,279,1,-1,0,no
56,retired,divorced,2,212,no,yes,27,1,-1,0,no
36,management,married,3,9,no,no,386,4,-1,0,yes
33,blue-collar,married,1,3074,no,no,679,1,-1,0,no
40,management,married,3,1734,yes,no,169,1,-1,0,no
52,management,married,3,575,no,no,315,1,-1,0,no
51,blue-collar,married,2,397,yes,no,293,2,-1,0,no
33,blue-collar,married,2,640,yes,no,439,3,-1,0,no
54,services,married,2,158,yes,no,198,1,-1,0,no
44,management,married,2,2984,yes,no,770,2,-1,0,no
50,entrepreneur,married,2,1011,yes,no,340,2,-1,0,no
45,blue-collar,single,2,0,yes,no,1472,1,192,4,yes
36,management,married,3,1133,yes,no,293,1,181,2,yes
42,technician,married,2,4945,yes,no,311,2,-1,0,yes
37,technician,married,2,712,yes,no,291,2,-1,0,no
28,services,single,2,-427,yes,yes,965,2,-1,0,no
56,admin.,married,2,2146,no,yes,594,1,-1,0,no
59,admin.,married,2,92,yes,no,139,2,350,1,no
32,unemployed,married,2,10,yes,no,501,4,-1,0,no
57,retired,married,1,1238,yes,no,274,1,-1,0,no
49,admin.,single,2,981,yes,no,10,3,-1,0,no
27,student,single,3,3733,yes,no,198,1,98,6,yes
31,management,single,3,574,yes,no,410,2,-1,0,no
28,blue-collar,single,2,43,no,no,190,1,-1,0,no
36,management,married,3,428,no,no,121,1,-1,0,no
58,housemaid,married,1,0,yes,no,148,1,-1,0,no
46,admin.,married,2,0,yes,yes,239,2,259,2,no
32,management,single,3,474,yes,no,90,3,-1,0,no
39,services,married,2,-540,no,no,29,1,-1,0,no
35,self-employed,married,3,560,yes,no,58,1,136,1,no
31,management,married,3,325,yes,no,1139,2,-1,0,yes
29,management,single,3,437,no,no,504,1,92,1,yes
48,blue-collar,married,1,574,no,no,348,1,-1,0,no
60,retired,married,1,0,no,no,130,3,-1,0,no
74,retired,married,2,935,no,no,100,1,104,1,no
30,services,married,2,699,yes,no,544,1,-1,0,no
52,admin.,single,1,0,no,no,182,11,-1,0,no
24,blue-collar,married,2,-220,yes,no,90,1,-1,0,no
29,services,married,2,11417,yes,no,272,2,-1,0,no
33,housemaid,married,1,212,yes,no,260,2,-1,0,no
34,blue-collar,married,2,67,yes,yes,672,3,-1,0,no
45,admin.,divorced,2,0,no,no,264,1,-1,0,yes
31,blue-collar,married,2,0,no,yes,275,2,-1,0,no
45,technician,married,2,1673,no,no,76,1,-1,0,no
27,services,married,2,-1202,yes,no,749,2,-1,0,no
30,management,single,3,4213,no,no,142,4,-1,0,no
45,blue-collar,married,1,0,no,no,454,2,-1,0,no
57,blue-collar,married,2,1521,yes,yes,102,2,178,5,no
34,management,married,3,1310,no,no,521,3,158,7,no
40,admin.,married,2,0,yes,yes,57,1,-1,0,no
39,management,married,3,399,no,no,504,1,-1,0,no
46,technician,married,3,405,no,no,138,3,-1,0,no
55,management,divorced,3,9756,yes,no,103,2,95,1,yes
25,management,single,3,2506,no,no,485,1,-1,0,yes
34,management,married,3,697,no,no,166,1,-1,0,no
37,blue-collar,married,1,403,yes,no,318,2,338,1,no
64,retired,divorced,3,890,no,no,531,3,-1,0,no
45,technician,divorced,2,809,yes,no,155,2,363,4,no
57,housemaid,married,2,158,yes,no,73,1,-1,0,no
58,housemaid,married,2,2705,no,no,137,1,-1,0,no
41,blue-collar,single,2,75,yes,no,479,9,-1,0,yes
58,management,married,3,541,yes,no,98,1,-1,0,no
33,management,married,3,287,yes,no,199,2,274,3,no
32,management,married,3,273,yes,yes,97,3,-1,0,no
44,services,divorced,2,0,yes,no,389,5,-1,0,no
41,self-employed,married,1,340,no,no,37,3,-1,0,no
54,technician,married,3,98,no,no,420,4,-1,0,no
47,technician,divorced,3,477,yes,no,973,1,366,1,no
32,management,single,3,2629,no,no,77,4,-1,0,no
59,housemaid,married,3,0,no,yes,376,2,-1,0,no
29,technician,single,3,2325,no,no,125,1,-1,0,yes
48,services,married,2,-20,no,no,142,2,-1,0,no
32,technician,single,2,230,yes,no,442,1,266,8,yes
46,management,divorced,2,-852,no,yes,728,2,-1,0,no
31,blue-collar,single,1,-280,no,no,281,3,-1,0,no
53,blue-collar,married,2,25,no,no,528,2,-1,0,yes
34,technician,single,3,9851,yes,no,128,5,-1,0,no
32,technician,married,2,687,no,no,161,4,-1,0,no
31,management,married,2,1368,yes,no,129,4,-1,0,no
27,blue-collar,single,1,-179,yes,no,54,2,-1,0,no
60,admin.,married,2,-396,yes,no,443,1,350,1,no
34,blue-collar,single,3,1011,yes,no,136,1,-1,0,no
52,self-employed,married,2,9,no,yes,44,1,-1,0,no
48,blue-collar,married,2,1159,yes,yes,1181,9,-1,0,no
45,technician,married,1,-322,no,no,225,2,-1,0,no
54,technician,divorced,2,1114,yes,no,81,1,-1,0,no
52,services,married,2,2072,no,no,224,1,-1,0,no
47,entrepreneur,married,3,459,yes,no,189,4,-1,0,no
54,unknown,married,2,1157,no,no,98,2,-1,0,no
34,blue-collar,married,2,8309,yes,yes,50,1,-1,0,no
39,technician,single,3,1043,no,no,195,10,-1,0,no
46,technician,married,2,2098,no,no,110,2,-1,0,no
26,unemployed,single,2,461,no,no,214,1,-1,0,no
37,technician,single,2,61,yes,no,182,8,-1,0,no
47,blue-collar,married,2,1203,yes,no,239,2,-1,0,no
35,technician,married,2,1067,no,yes,179,6,-1,0,no
57,unemployed,married,1,0,no,no,540,1,-1,0,no
34,management,married,3,1657,yes,no,566,2,356,4,no
47,technician,married,2,1219,no,no,697,4,-1,0,yes
27,technician,married,2,7,yes,no,98,2,-1,0,no
40,blue-collar,married,2,-839,yes,yes,1018,2,-1,0,yes
39,technician,married,2,994,no,no,221,1,241,1,no
36,entrepreneur,married,3,6,no,no,246,1,-1,0,no
42,technician,single,2,0,no,no,656,2,-1,0,no
23,blue-collar,single,1,8627,yes,no,281,1,-1,0,no
34,management,married,3,133,yes,no,65,1,-1,0,no
