,is_cancelled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day,weekend_nights,week_nights,adults,children,babies,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,days_in_waiting_list,customer_type,required_car_parking_spaces,special_request,price
8572,0,7,2017,3,2,0,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,87.0
8573,1,5,2017,3,3,0,1,1,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,80.0
8574,1,8,2017,3,3,1,2,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,141.0
8575,1,8,2017,3,3,1,2,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,87.0
8576,1,8,2017,3,3,1,2,2,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,111.0
8577,1,8,2017,3,3,1,2,1,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,141.0
8578,1,8,2017,3,3,1,2,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,141.0
8579,1,39,2017,3,4,1,1,2,0.0,0,Direct,0,0,0,E,0,Transient,0,0,202.6
8580,1,266,2017,3,4,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,67.2
8581,1,11,2017,3,4,2,2,2,0.0,0,Direct,0,0,0,E,0,Transient,0,0,300.0
8582,1,82,2017,3,4,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,490.0
8583,1,168,2017,3,4,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,332.78
8584,1,167,2017,3,4,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,379.6
8585,1,9,2017,3,5,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,34.0
8586,1,15,2017,3,5,2,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,120.0
8587,1,30,2017,3,5,2,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,120.0
8588,1,25,2017,3,5,2,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,213.0
8589,1,17,2017,3,5,2,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,204.0
8590,1,270,2017,3,5,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,223.2
8591,1,270,2017,3,5,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,223.2
8592,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8593,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8594,1,312,2017,3,5,2,5,1,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,315.0
8595,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8596,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8597,1,53,2017,3,5,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8598,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8599,1,171,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,315.0
8600,1,35,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,420.0
8601,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8602,1,53,2017,3,5,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8603,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,392.0
8604,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8605,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8606,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8607,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8608,1,53,2017,3,5,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8609,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8610,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8611,1,312,2017,3,5,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,210.0
8612,1,312,2017,3,5,2,5,1,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,406.0
8613,1,4,2017,3,6,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,30.0
8614,1,6,2017,3,6,1,0,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,55.0
8615,1,3,2017,3,6,1,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,128.0
8616,1,142,2017,3,6,1,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,226.8
8617,1,1,2017,3,7,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,35.0
8618,1,19,2017,3,7,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,120.0
8619,1,21,2017,3,7,0,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,210.0
8620,1,220,2017,3,7,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,113.4
8621,1,218,2017,3,7,2,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,609.0
8622,1,2,2017,3,8,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,35.0
8623,1,8,2017,3,8,0,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,210.0
8624,1,25,2017,3,8,0,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,204.0
8625,1,211,2017,3,9,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,33.3
8626,1,0,2017,3,9,0,1,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,70.0
8627,1,107,2017,3,9,0,2,1,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,144.0
8628,1,115,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.0
8629,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8630,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8631,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8632,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8633,1,115,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.0
8634,1,115,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.0
8635,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8636,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8637,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8638,1,17,2017,3,9,0,3,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,170.10000000000005
8639,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8640,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8641,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8642,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8643,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8644,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8645,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8646,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8647,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8648,1,115,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.0
8649,1,115,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.0
8650,1,26,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,180.0
8651,1,100,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,225.0
8652,1,146,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,60,Transient,0,0,138.0
8653,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8654,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8655,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8656,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8657,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8658,1,16,2017,3,9,0,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,165.0
8659,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8660,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8661,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8662,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8663,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8664,1,86,2017,3,9,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
8665,1,142,2017,3,9,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,410.0
8666,1,142,2017,3,9,2,3,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,301.5
8667,1,142,2017,3,9,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,410.0
8668,1,142,2017,3,9,2,3,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,331.5
8669,1,142,2017,3,9,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,410.0
8670,1,142,2017,3,9,2,3,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,301.5
8671,1,125,2017,3,9,2,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,252.0
8672,1,64,2017,3,9,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,420.0
8673,1,18,2017,3,10,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,120.0
8674,1,14,2017,3,10,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,120.0
8675,1,16,2017,3,10,0,2,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,160.0
8676,1,14,2017,3,10,0,2,2,2.0,0,TA/TO,0,0,0,C,0,Transient,0,1,150.0
8677,1,32,2017,3,10,2,3,2,0.0,0,Direct,0,0,0,G,0,Transient,0,0,485.0
8678,1,31,2017,3,10,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,525.0
8679,1,148,2017,3,10,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,289.8
8680,1,46,2017,3,11,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,80.0
8681,1,81,2017,3,11,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,60.0
8682,1,22,2017,3,11,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,240.0
8683,1,88,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,238.0
8684,1,57,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8685,1,9,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,336.0
8686,1,15,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,238.0
8687,1,39,2017,3,11,2,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,735.0
8688,1,339,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8689,1,332,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,497.0
8690,1,332,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,497.0
8691,1,339,2017,3,11,2,5,1,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,357.0
8692,1,57,2017,3,11,2,5,1,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,357.0
8693,1,339,2017,3,11,2,5,1,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,357.0
8694,1,339,2017,3,11,2,5,1,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,357.0
8695,1,88,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,238.0
8696,1,57,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8697,1,332,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,497.0
8698,1,39,2017,3,11,2,5,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,700.0
8699,1,339,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8700,1,46,2017,3,11,2,5,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,623.0
8701,1,332,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,497.0
8702,1,57,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8703,1,57,2017,3,11,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,448.0
8704,1,339,2017,3,11,2,5,1,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,357.0
8705,1,2,2017,3,12,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,65.0
8706,1,30,2017,3,12,1,0,1,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,48.0
8707,1,66,2017,3,12,2,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,210.0
8708,1,39,2017,3,12,2,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,700.0
8709,1,133,2017,3,13,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,42.0
8710,1,112,2017,3,13,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,36.0
8711,1,146,2017,3,13,1,0,1,0.0,0,TA/TO,0,0,0,A,34,Transient-Party,0,0,36.0
8712,1,24,2017,3,13,1,0,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,32.0
8713,1,24,2017,3,13,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,36.0
8714,1,58,2017,3,13,1,1,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,200.0
8715,1,27,2017,3,13,1,2,2,2.0,0,TA/TO,0,0,0,C,0,Transient,0,0,225.0
8716,1,115,2017,3,13,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,291.99
8717,1,208,2017,3,13,1,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,189.0
8718,1,0,2017,3,14,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,53.2
8719,1,61,2017,3,14,0,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,300.0
8720,1,140,2017,3,14,0,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,1,168.0
8721,1,168,2017,3,14,0,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,189.0
8722,1,26,2017,3,14,0,5,2,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,400.0
8723,1,26,2017,3,14,0,5,2,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,400.0
8724,1,26,2017,3,14,0,5,2,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,400.0
8725,1,26,2017,3,14,0,5,2,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,400.0
8726,1,26,2017,3,14,0,5,1,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,325.0
8727,1,177,2017,3,14,0,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,185.0
8728,1,157,2017,3,14,0,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,189.0
8729,1,26,2017,3,14,0,5,2,0.0,0,Direct,0,0,0,E,0,Transient-Party,0,0,400.0
8730,1,278,2017,3,14,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,483.28
8731,1,19,2017,3,14,2,5,2,0.0,0,Direct,0,0,0,F,0,Transient,0,0,784.0
8732,1,177,2017,3,14,0,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,189.0
8733,1,112,2017,3,15,0,3,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,120.0
8734,1,112,2017,3,15,0,3,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,120.0
8735,1,112,2017,3,15,0,3,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,120.0
8736,1,112,2017,3,15,0,3,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,120.0
8737,1,112,2017,3,15,0,3,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,120.0
8738,1,285,2017,3,15,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,390.6
8739,1,211,2017,3,15,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,264.6
8740,1,24,2017,3,15,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,476.0
8741,1,210,2017,3,15,1,4,2,0.0,0,Direct,0,0,0,E,0,Transient,0,1,239.0
8742,1,232,2017,3,16,0,3,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,167.39999999999995
8743,1,148,2017,3,16,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,168.0
8744,1,10,2017,3,16,2,5,2,0.0,0,Direct,0,0,0,G,0,Transient,0,0,994.0
8745,1,139,2017,3,16,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,264.6
8746,1,24,2017,3,17,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,136.0
8747,1,50,2017,3,17,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,140.0
8748,1,27,2017,3,17,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,136.0
8749,1,28,2017,3,17,1,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,315.0
8750,1,134,2017,3,17,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,156.0
8751,1,28,2017,3,17,1,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,315.0
8752,1,204,2017,3,18,0,1,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,82.0
8753,1,30,2017,3,18,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,60.0
8754,1,14,2017,3,18,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,65.0
8755,1,26,2017,3,18,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
8756,1,68,2017,3,18,2,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,420.0
8757,1,201,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,264.6
8758,1,115,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,433.02
8759,1,201,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,264.6
8760,1,282,2017,3,18,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,466.19999999999993
8761,1,201,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,264.6
8762,1,205,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,264.6
8763,1,74,2017,3,18,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,560.0
8764,1,283,2017,3,19,1,0,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,63.3
8765,1,3,2017,3,19,1,0,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,35.0
8766,1,320,2017,3,19,1,0,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,37.8
8767,1,216,2017,3,19,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,120.96
8768,1,96,2017,3,19,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,238.0
8769,1,12,2017,3,19,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,238.0
8770,1,6,2017,3,20,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,225.0
8771,1,20,2017,3,22,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,45.0
8772,1,61,2017,3,22,0,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,210.0
8773,1,40,2017,3,23,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,200.0
8774,1,340,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8775,1,39,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,160.0
8776,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8777,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8778,1,340,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8779,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8780,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8781,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8782,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8783,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8784,1,340,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8785,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8786,1,340,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8787,1,16,2017,3,24,0,2,2,1.0,0,TA/TO,0,0,0,G,0,Transient,0,1,240.0
8788,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8789,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8790,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8791,1,350,2017,3,24,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,60.0
8792,1,214,2017,3,24,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,322.0
8793,1,214,2017,3,24,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,322.0
8794,1,13,2017,3,25,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,85.0
8795,1,13,2017,3,25,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,85.0
8796,1,226,2017,3,25,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,134.4
8797,1,226,2017,3,25,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,134.4
8798,1,105,2017,3,25,2,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,336.0
8799,1,120,2017,3,25,2,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,334.98
8800,1,273,2017,3,25,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,264.6
8801,1,273,2017,3,25,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,264.6
8802,1,273,2017,3,25,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,264.6
8803,1,102,2017,3,26,2,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,117.99
8804,1,102,2017,3,26,2,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,117.99
8805,1,102,2017,3,26,2,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,117.99
8806,1,102,2017,3,26,2,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,117.99
8807,1,102,2017,3,26,2,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,117.99
8808,1,74,2017,3,26,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,481.0
8809,1,11,2017,3,26,2,4,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,267.84000000000003
8810,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8811,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8812,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8813,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8814,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8815,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8816,1,103,2017,3,27,1,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,84.0
8817,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8818,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8819,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8820,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8821,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8822,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8823,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient,0,0,130.0
8824,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
8825,1,103,2017,3,27,1,1,2,0.0,0,Corporate,0,0,0,E,0,Transient,0,0,146.0
